,TransactionType,Channel,CustomerAge,CustomerOccupation,AccountBalance,CustomerAge_bin,AccountBalance_bin,TransactionAmount_bin,cluster
1483,Debit,Branch,40.0,Engineer,7372.81,2.0,2.0,2.0,0
1484,Debit,ATM,49.0,Engineer,2987.97,2.0,2.0,2.0,0
1485,Debit,ATM,53.0,Retired,1619.54,3.0,3.0,3.0,2
1486,Debit,ATM,22.0,Student,1204.65,1.0,1.0,1.0,1
1487,Debit,Online,28.0,Engineer,4630.58,1.0,1.0,1.0,0
1488,Credit,ATM,36.0,Doctor,14304.38,2.0,2.0,2.0,3
1489,Credit,Online,49.0,Engineer,3215.76,2.0,2.0,2.0,3
1490,Debit,Online,24.0,Student,1022.94,1.0,1.0,1.0,1
1491,Debit,ATM,69.0,Retired,2610.64,4.0,4.0,4.0,2
1492,Debit,Online,55.0,Engineer,9451.66,3.0,3.0,3.0,2
1493,Debit,ATM,53.0,Retired,1244.17,3.0,3.0,3.0,2
1494,Debit,Branch,54.0,Doctor,12815.24,3.0,3.0,3.0,2
1495,Credit,Online,31.0,Engineer,9933.56,1.0,1.0,1.0,0
1496,Debit,Branch,23.0,Student,921.23,1.0,1.0,1.0,1
1497,Debit,Online,56.0,Retired,6009.43,3.0,3.0,3.0,2
1498,Debit,ATM,18.0,Student,1769.33,1.0,1.0,1.0,1
1499,Credit,Online,63.0,Retired,2570.34,3.0,3.0,3.0,3
1500,Debit,ATM,69.0,Retired,3240.14,4.0,4.0,4.0,2
1501,Debit,Online,73.0,Retired,1229.32,4.0,4.0,4.0,2
1502,Debit,ATM,65.0,Doctor,8019.890000000001,4.0,4.0,4.0,2
1503,Debit,ATM,53.0,Doctor,14328.29,3.0,3.0,3.0,2
1504,Debit,Online,27.0,Student,330.16,1.0,1.0,1.0,1
1505,Debit,ATM,19.0,Student,1595.26,1.0,1.0,1.0,1
1506,Debit,Online,75.0,Retired,7413.18,4.0,4.0,4.0,2
1507,Credit,ATM,61.0,Retired,2563.91,3.0,3.0,3.0,3
1508,Debit,ATM,33.0,Doctor,10724.95,1.0,1.0,1.0,0
1509,Debit,ATM,34.0,Engineer,2969.71,2.0,2.0,2.0,0
1510,Debit,Branch,28.0,Student,761.7799999999999,1.0,1.0,1.0,1
1511,Debit,ATM,63.0,Retired,2552.54,3.0,3.0,3.0,2
1512,Debit,ATM,22.0,Student,1033.73,1.0,1.0,1.0,1
1513,Debit,Online,25.0,Student,1919.97,1.0,1.0,1.0,1
1514,Debit,Branch,79.0,Retired,1893.4399999999998,4.0,4.0,4.0,2
1515,Debit,ATM,25.0,Student,1783.04,1.0,1.0,1.0,1
1516,Debit,Branch,21.0,Student,1123.89,1.0,1.0,1.0,1
1517,Debit,Branch,22.0,Student,1817.65,1.0,1.0,1.0,1
1518,Debit,ATM,63.0,Retired,5463.94,3.0,3.0,3.0,2
1519,Debit,Branch,20.0,Student,477.03,1.0,1.0,1.0,1
1520,Debit,Branch,59.0,Doctor,8874.01,3.0,3.0,3.0,2
1521,Credit,Branch,63.0,Retired,5365.2,3.0,3.0,3.0,3
1522,Debit,ATM,76.0,Retired,7216.3,4.0,4.0,4.0,2
1523,Credit,ATM,62.0,Doctor,13558.56,3.0,3.0,3.0,3
1524,Debit,ATM,49.0,Doctor,7872.04,2.0,2.0,2.0,0
1525,Debit,ATM,72.0,Retired,5200.04,4.0,4.0,4.0,2
1526,Credit,Online,18.0,Student,1779.85,1.0,1.0,1.0,1
1527,Debit,ATM,58.0,Doctor,13264.14,3.0,3.0,3.0,2
1528,Debit,Online,19.0,Student,467.4,1.0,1.0,1.0,1
1529,Debit,ATM,29.0,Engineer,9873.62,1.0,1.0,1.0,0
1530,Debit,Branch,22.0,Student,1257.9,1.0,1.0,1.0,1
1531,Credit,Branch,77.0,Retired,6067.54,4.0,4.0,4.0,3
1532,Credit,Online,79.0,Retired,5169.07,4.0,4.0,4.0,3
1533,Debit,Branch,77.0,Retired,6878.86,4.0,4.0,4.0,2
1534,Debit,Branch,23.0,Student,558.99,1.0,1.0,1.0,1
1535,Credit,Branch,27.0,Student,1400.04,1.0,1.0,1.0,1
1536,Debit,Online,27.0,Student,912.7099999999999,1.0,1.0,1.0,1
1537,Credit,Online,40.0,Doctor,13645.63,2.0,2.0,2.0,3
1538,Debit,Branch,76.0,Retired,4909.24,4.0,4.0,4.0,2
1539,Credit,Online,25.0,Student,570.0999999999999,1.0,1.0,1.0,1
1540,Credit,Online,45.0,Doctor,11749.77,2.0,2.0,2.0,3
1541,Debit,ATM,52.0,Retired,6118.2,3.0,3.0,3.0,2
1542,Debit,ATM,60.0,Engineer,4383.69,3.0,3.0,3.0,2
1543,Credit,Branch,41.0,Engineer,4004.55,2.0,2.0,2.0,3
1544,Debit,ATM,25.0,Student,373.88,1.0,1.0,1.0,1
1545,Debit,Online,68.0,Doctor,6851.16,4.0,4.0,4.0,2
1546,Debit,ATM,30.0,Engineer,9700.77,1.0,1.0,1.0,0
1547,Debit,Branch,55.0,Doctor,6853.51,3.0,3.0,3.0,2
1548,Debit,Branch,28.0,Student,948.7,1.0,1.0,1.0,1
1549,Debit,ATM,46.0,Doctor,12221.17,2.0,2.0,2.0,0
1550,Credit,Branch,32.0,Engineer,6500.5,1.0,1.0,1.0,0
1551,Debit,Branch,67.0,Retired,2138.42,4.0,4.0,4.0,2
1552,Debit,Branch,57.0,Retired,3908.6499999999996,3.0,3.0,3.0,2
1553,Credit,ATM,24.0,Student,379.82,1.0,1.0,1.0,1
1554,Debit,ATM,51.0,Retired,3921.74,3.0,3.0,3.0,2
1555,Debit,Branch,75.0,Retired,7659.990000000001,4.0,4.0,4.0,2
1556,Debit,Branch,21.0,Student,664.7199999999999,1.0,1.0,1.0,1
1557,Credit,Branch,21.0,Student,1167.25,1.0,1.0,1.0,1
1558,Credit,Online,59.0,Engineer,5896.01,3.0,3.0,3.0,3
1559,Debit,Online,63.0,Retired,1123.75,3.0,3.0,3.0,2
1560,Debit,Online,62.0,Retired,2039.4,3.0,3.0,3.0,2
1561,Credit,Branch,25.0,Student,1864.27,1.0,1.0,1.0,1
1562,Debit,Online,72.0,Retired,2325.78,4.0,4.0,4.0,2
1563,Debit,Online,38.0,Doctor,5926.31,2.0,2.0,2.0,0
1564,Debit,Branch,25.0,Student,399.57,1.0,1.0,1.0,1
1565,Credit,Branch,78.0,Retired,1916.34,4.0,4.0,4.0,3
1566,Debit,Online,68.0,Retired,2732.86,4.0,4.0,4.0,2
1567,Debit,ATM,22.0,Student,1115.3,1.0,1.0,1.0,1
1568,Debit,Branch,30.0,Engineer,7334.08,1.0,1.0,1.0,0
1569,Credit,Online,19.0,Student,1024.19,1.0,1.0,1.0,1
1570,Debit,ATM,57.0,Doctor,10971.32,3.0,3.0,3.0,2
1571,Debit,Online,45.0,Doctor,14631.88,2.0,2.0,2.0,0
1572,Debit,ATM,41.0,Doctor,14928.35,2.0,2.0,2.0,0
1573,Credit,Branch,22.0,Student,830.3699999999999,1.0,1.0,1.0,1
1574,Debit,Branch,23.0,Student,6408.8,1.0,1.0,1.0,1
1575,Credit,Online,25.0,Student,1997.3299999999997,1.0,1.0,1.0,1
1576,Debit,Branch,44.0,Doctor,13084.27,2.0,2.0,2.0,0
1577,Debit,ATM,75.0,Retired,2760.37,4.0,4.0,4.0,2
1578,Debit,Branch,67.0,Doctor,8937.35,4.0,4.0,4.0,2
1579,Debit,ATM,40.0,Doctor,8528.72,2.0,2.0,2.0,0
1580,Debit,Branch,45.0,Doctor,425.77,2.0,2.0,2.0,0
1581,Debit,ATM,64.0,Doctor,8459.26,3.0,3.0,3.0,2
1582,Debit,ATM,75.0,Retired,2649.23,4.0,4.0,4.0,2
1583,Debit,Branch,54.0,Engineer,6659.12,3.0,3.0,3.0,2
1584,Debit,ATM,66.0,Doctor,11937.04,4.0,4.0,4.0,2
1585,Credit,Branch,39.0,Doctor,6794.17,2.0,2.0,2.0,3
1586,Debit,Online,60.0,Engineer,2064.76,3.0,3.0,3.0,2
1587,Debit,ATM,65.0,Retired,3139.75,4.0,4.0,4.0,2
1588,Debit,ATM,21.0,Student,202.69,1.0,1.0,1.0,1
1589,Debit,Online,58.0,Retired,4474.2,3.0,3.0,3.0,2
1590,Credit,Branch,64.0,Doctor,11471.87,3.0,3.0,3.0,3
1591,Credit,Branch,25.0,Student,1107.28,1.0,1.0,1.0,1
1592,Debit,Branch,29.0,Engineer,5526.28,1.0,1.0,1.0,0
1593,Debit,ATM,32.0,Doctor,9679.68,1.0,1.0,1.0,0
1594,Debit,Online,77.0,Retired,1033.94,4.0,4.0,4.0,2
1595,Debit,Branch,22.0,Student,1833.24,1.0,1.0,1.0,1
1596,Debit,ATM,20.0,Student,983.6799999999998,1.0,1.0,1.0,1
1597,Credit,ATM,20.0,Student,269.78,1.0,1.0,1.0,1
1598,Debit,Branch,37.0,Engineer,9801.48,2.0,2.0,2.0,0
1599,Debit,Online,19.0,Student,888.6,1.0,1.0,1.0,1
1600,Credit,Online,18.0,Student,290.24,1.0,1.0,1.0,1
1601,Debit,ATM,25.0,Student,958.7,1.0,1.0,1.0,1
1602,Debit,ATM,60.0,Doctor,8590.5,3.0,3.0,3.0,2
1603,Debit,Online,49.0,Engineer,5461.08,2.0,2.0,2.0,0
1604,Debit,ATM,25.0,Student,1804.5,1.0,1.0,1.0,1
1605,Debit,ATM,49.0,Engineer,7975.179999999999,2.0,2.0,2.0,0
1606,Debit,ATM,40.0,Engineer,222.22,2.0,2.0,2.0,0
1607,Debit,Online,37.0,Engineer,6857.2,2.0,2.0,2.0,0
1608,Debit,Online,46.0,Engineer,2028.92,2.0,2.0,2.0,0
1609,Debit,Online,34.0,Doctor,248.52,2.0,2.0,2.0,0
1610,Debit,ATM,59.0,Retired,3019.04,3.0,3.0,3.0,2
1611,Debit,ATM,18.0,Student,1523.57,1.0,1.0,1.0,1
1612,Debit,Online,80.0,Retired,5571.39,4.0,4.0,4.0,2
1613,Debit,ATM,55.0,Doctor,1514.34,3.0,3.0,3.0,2
1614,Debit,Online,61.0,Doctor,1817.43,3.0,3.0,3.0,2
1615,Credit,ATM,22.0,Student,6269.12,1.0,1.0,1.0,1
1616,Credit,ATM,48.0,Engineer,2006.69,2.0,2.0,2.0,3
1617,Debit,Branch,58.0,Retired,2189.38,3.0,3.0,3.0,2
1618,Debit,ATM,61.0,Doctor,11036.74,3.0,3.0,3.0,2
1619,Debit,ATM,27.0,Student,447.06,1.0,1.0,1.0,1
1620,Debit,ATM,53.0,Retired,2104.74,3.0,3.0,3.0,2
1621,Debit,ATM,51.0,Retired,5183.5,3.0,3.0,3.0,2
1622,Credit,Online,47.0,Engineer,643.6399999999999,2.0,2.0,2.0,3
1623,Debit,ATM,46.0,Doctor,11011.86,2.0,2.0,2.0,0
1624,Credit,ATM,46.0,Engineer,951.3300000000002,2.0,2.0,2.0,3
1625,Debit,ATM,57.0,Retired,2561.67,3.0,3.0,3.0,2
1626,Debit,Online,21.0,Student,1549.27,1.0,1.0,1.0,1
1627,Debit,Online,26.0,Engineer,3253.51,1.0,1.0,1.0,0
1628,Debit,ATM,45.0,Engineer,1338.95,2.0,2.0,2.0,0
1629,Credit,Branch,22.0,Student,206.2,1.0,1.0,1.0,1
1630,Debit,Online,18.0,Student,4361.44,1.0,1.0,1.0,1
1631,Debit,Branch,21.0,Student,572.97,1.0,1.0,1.0,1
1632,Debit,Branch,70.0,Retired,4580.59,4.0,4.0,4.0,2
1633,Debit,Branch,51.0,Engineer,2990.05,3.0,3.0,3.0,2
1634,Debit,Branch,63.0,Retired,5208.98,3.0,3.0,3.0,2
1635,Debit,Online,67.0,Retired,1025.99,4.0,4.0,4.0,2
1636,Debit,Online,39.0,Doctor,1461.17,2.0,2.0,2.0,0
1637,Debit,Branch,32.0,Doctor,6333.72,1.0,1.0,1.0,0
1638,Credit,Online,48.0,Engineer,8551.6,2.0,2.0,2.0,3
1639,Debit,ATM,78.0,Retired,4273.99,4.0,4.0,4.0,2
1640,Credit,Branch,74.0,Retired,4102.23,4.0,4.0,4.0,3
1641,Debit,ATM,42.0,Doctor,10462.77,2.0,2.0,2.0,0
1642,Debit,ATM,74.0,Retired,6851.31,4.0,4.0,4.0,2
1643,Debit,Online,78.0,Retired,2421.94,4.0,4.0,4.0,2
1644,Credit,Online,74.0,Retired,4639.04,4.0,4.0,4.0,3
1645,Debit,Branch,23.0,Student,443.62,1.0,1.0,1.0,1
1646,Debit,Branch,48.0,Engineer,6312.79,2.0,2.0,2.0,0
1647,Credit,Branch,26.0,Student,1436.32,1.0,1.0,1.0,1
1648,Debit,ATM,61.0,Retired,3279.12,3.0,3.0,3.0,2
1649,Debit,Online,69.0,Doctor,6020.29,4.0,4.0,4.0,2
1650,Debit,Online,59.0,Engineer,5925.98,3.0,3.0,3.0,2
1651,Debit,ATM,62.0,Retired,1674.94,3.0,3.0,3.0,2
1652,Debit,Online,48.0,Engineer,3733.5200000000004,2.0,2.0,2.0,0
1653,Debit,ATM,54.0,Engineer,2996.51,3.0,3.0,3.0,2
1654,Debit,Online,40.0,Doctor,11666.18,2.0,2.0,2.0,0
1655,Debit,ATM,37.0,Engineer,2735.84,2.0,2.0,2.0,0
1656,Debit,ATM,25.0,Student,1073.51,1.0,1.0,1.0,1
1657,Debit,Branch,71.0,Retired,6996.35,4.0,4.0,4.0,2
1658,Debit,Branch,34.0,Engineer,4943.49,2.0,2.0,2.0,0
1659,Debit,Online,24.0,Student,1665.58,1.0,1.0,1.0,1
1660,Debit,ATM,20.0,Student,998.4900000000001,1.0,1.0,1.0,1
1661,Debit,Online,39.0,Engineer,8422.06,2.0,2.0,2.0,0
1662,Debit,Branch,21.0,Student,1285.42,1.0,1.0,1.0,1
1663,Debit,Online,34.0,Engineer,8469.43,2.0,2.0,2.0,0
1664,Debit,ATM,22.0,Student,692.6899999999999,1.0,1.0,1.0,1
1665,Debit,Branch,53.0,Doctor,12319.26,3.0,3.0,3.0,2
1666,Debit,Branch,51.0,Doctor,9240.73,3.0,3.0,3.0,2
1667,Debit,Online,36.0,Engineer,2854.66,2.0,2.0,2.0,0
1668,Debit,Branch,58.0,Engineer,2631.47,3.0,3.0,3.0,2
1669,Credit,Branch,24.0,Student,7465.950000000001,1.0,1.0,1.0,1
1670,Debit,Branch,21.0,Student,1670.99,1.0,1.0,1.0,1
1671,Debit,Branch,43.0,Doctor,13913.92,2.0,2.0,2.0,0
1672,Debit,Branch,69.0,Retired,7471.630000000001,4.0,4.0,4.0,2
1673,Debit,Branch,36.0,Doctor,11123.65,2.0,2.0,2.0,0
1674,Debit,ATM,50.0,Engineer,7976.6,3.0,3.0,3.0,2
1675,Credit,Online,66.0,Doctor,8046.939999999999,4.0,4.0,4.0,3
1676,Credit,ATM,54.0,Doctor,14935.500000000002,3.0,3.0,3.0,3
1677,Debit,ATM,69.0,Doctor,13486.15,4.0,4.0,4.0,2
1678,Debit,ATM,21.0,Student,526.67,1.0,1.0,1.0,1
1679,Debit,ATM,60.0,Engineer,4954.37,3.0,3.0,3.0,2
1680,Debit,Branch,68.0,Doctor,8942.58,4.0,4.0,4.0,2
1681,Debit,ATM,79.0,Retired,4044.6199999999994,4.0,4.0,4.0,2
1682,Debit,Online,65.0,Retired,4148.85,4.0,4.0,4.0,2
1683,Debit,Branch,51.0,Doctor,11388.15,3.0,3.0,3.0,2
1684,Debit,Branch,52.0,Retired,5347.57,3.0,3.0,3.0,2
1685,Debit,ATM,46.0,Doctor,1329.45,2.0,2.0,2.0,0
1686,Debit,Branch,50.0,Engineer,2475.65,3.0,3.0,3.0,2
1687,Debit,Branch,43.0,Engineer,1019.46,2.0,2.0,2.0,0
1688,Debit,ATM,56.0,Retired,2833.12,3.0,3.0,3.0,2
1689,Credit,Online,61.0,Doctor,12148.32,3.0,3.0,3.0,3
1690,Debit,Online,41.0,Doctor,14371.08,2.0,2.0,2.0,0
1691,Debit,ATM,46.0,Doctor,7947.439999999999,2.0,2.0,2.0,0
1692,Debit,Branch,48.0,Engineer,6037.03,2.0,2.0,2.0,0
1693,Credit,ATM,22.0,Student,387.02,1.0,1.0,1.0,1
1694,Debit,Online,19.0,Student,1081.97,1.0,1.0,1.0,1
1695,Debit,ATM,18.0,Student,729.7,1.0,1.0,1.0,1
1696,Credit,Online,50.0,Engineer,5245.93,3.0,3.0,3.0,3
1697,Debit,ATM,25.0,Student,1290.95,1.0,1.0,1.0,1
1698,Debit,ATM,32.0,Engineer,6494.25,1.0,1.0,1.0,0
1699,Debit,ATM,70.0,Retired,4004.35,4.0,4.0,4.0,2
1700,Debit,ATM,68.0,Retired,2525.47,4.0,4.0,4.0,2
1701,Debit,ATM,46.0,Doctor,11014.25,2.0,2.0,2.0,0
1702,Debit,ATM,50.0,Doctor,6275.0,3.0,3.0,3.0,2
1703,Credit,ATM,53.0,Retired,1733.34,3.0,3.0,3.0,3
1704,Debit,ATM,68.0,Retired,5294.98,4.0,4.0,4.0,2
1705,Debit,Online,34.0,Engineer,5018.67,2.0,2.0,2.0,0
1706,Debit,ATM,60.0,Doctor,9844.32,3.0,3.0,3.0,2
1707,Debit,Branch,26.0,Student,712.1299999999999,1.0,1.0,1.0,1
1708,Debit,Branch,33.0,Doctor,6217.58,1.0,1.0,1.0,0
1709,Credit,Online,57.0,Retired,2229.56,3.0,3.0,3.0,3
1710,Debit,Branch,36.0,Engineer,9313.05,2.0,2.0,2.0,0
1711,Debit,Branch,55.0,Retired,6747.16,3.0,3.0,3.0,2
1712,Debit,Branch,78.0,Retired,5134.37,4.0,4.0,4.0,2
1713,Debit,ATM,52.0,Engineer,2207.54,3.0,3.0,3.0,2
1714,Debit,Online,67.0,Doctor,13336.15,4.0,4.0,4.0,2
1715,Debit,ATM,63.0,Doctor,1801.69,3.0,3.0,3.0,2
1716,Debit,Online,54.0,Doctor,522.39,3.0,3.0,3.0,2
1717,Credit,Online,54.0,Doctor,9381.64,3.0,3.0,3.0,3
1718,Debit,Branch,57.0,Doctor,11523.64,3.0,3.0,3.0,2
1719,Debit,ATM,40.0,Doctor,12723.62,2.0,2.0,2.0,0
1720,Debit,Branch,44.0,Doctor,7451.83,2.0,2.0,2.0,0
1721,Debit,Branch,62.0,Doctor,7061.58,3.0,3.0,3.0,2
1722,Debit,Online,28.0,Student,985.7700000000001,1.0,1.0,1.0,1
1723,Credit,Branch,59.0,Engineer,4298.34,3.0,3.0,3.0,3
1724,Debit,ATM,56.0,Doctor,12799.34,3.0,3.0,3.0,2
1725,Credit,Online,21.0,Student,811.2399999999999,1.0,1.0,1.0,1
1726,Credit,Branch,53.0,Doctor,13273.08,3.0,3.0,3.0,3
1727,Debit,Online,21.0,Student,842.94,1.0,1.0,1.0,1
1728,Credit,Branch,49.0,Engineer,2471.53,2.0,2.0,2.0,3
1729,Debit,ATM,19.0,Student,1237.5,1.0,1.0,1.0,1
1730,Debit,Online,25.0,Student,783.8299999999999,1.0,1.0,1.0,1
1731,Credit,Online,49.0,Engineer,3931.03,2.0,2.0,2.0,3
1732,Debit,Branch,24.0,Student,960.96,1.0,1.0,1.0,1
1733,Debit,ATM,78.0,Retired,7310.88,4.0,4.0,4.0,2
1734,Debit,ATM,58.0,Retired,7902.5199999999995,3.0,3.0,3.0,2
1735,Debit,Online,71.0,Retired,4405.28,4.0,4.0,4.0,2
1736,Debit,ATM,48.0,Engineer,3944.12,2.0,2.0,2.0,0
1737,Debit,ATM,20.0,Student,1523.04,1.0,1.0,1.0,1
1738,Debit,Branch,67.0,Doctor,8042.299999999999,4.0,4.0,4.0,2
1739,Debit,Online,33.0,Doctor,5531.93,1.0,1.0,1.0,0
1740,Debit,Branch,21.0,Student,560.73,1.0,1.0,1.0,1
1741,Debit,Online,70.0,Doctor,1658.52,4.0,4.0,4.0,2
1742,Debit,Online,27.0,Engineer,731.52,1.0,1.0,1.0,0
1743,Debit,ATM,29.0,Engineer,1389.89,1.0,1.0,1.0,0
1744,Debit,ATM,48.0,Engineer,5081.26,2.0,2.0,2.0,0
1745,Debit,ATM,27.0,Student,1000.3500000000001,1.0,1.0,1.0,1
1746,Debit,Online,21.0,Student,1639.9,1.0,1.0,1.0,1
1747,Debit,Online,67.0,Retired,5473.82,4.0,4.0,4.0,2
1748,Credit,Online,51.0,Doctor,14798.1,3.0,3.0,3.0,3
1749,Debit,ATM,55.0,Doctor,7374.26,3.0,3.0,3.0,2
1750,Debit,Online,19.0,Student,1231.98,1.0,1.0,1.0,1
1751,Debit,Branch,26.0,Engineer,6611.26,1.0,1.0,1.0,0
1752,Debit,ATM,60.0,Doctor,883.7199999999999,3.0,3.0,3.0,2
1753,Debit,Online,79.0,Retired,5055.99,4.0,4.0,4.0,2
1754,Debit,ATM,52.0,Engineer,7166.88,3.0,3.0,3.0,2
1755,Debit,Online,21.0,Student,232.56,1.0,1.0,1.0,1
1756,Debit,Online,25.0,Student,1236.38,1.0,1.0,1.0,1
1757,Debit,Online,21.0,Student,802.09,1.0,1.0,1.0,1
1758,Debit,Branch,58.0,Engineer,1423.2,3.0,3.0,3.0,2
1759,Debit,ATM,51.0,Doctor,13388.56,3.0,3.0,3.0,2
1760,Credit,Branch,27.0,Engineer,2801.28,1.0,1.0,1.0,1
1761,Debit,ATM,52.0,Engineer,5545.96,3.0,3.0,3.0,2
1762,Credit,Online,27.0,Engineer,4764.48,1.0,1.0,1.0,1
1763,Debit,Online,27.0,Engineer,7868.189999999999,1.0,1.0,1.0,0
1764,Debit,ATM,26.0,Student,1128.38,1.0,1.0,1.0,1
1765,Debit,ATM,60.0,Doctor,7627.04,3.0,3.0,3.0,2
1766,Debit,Online,52.0,Retired,4026.0300000000007,3.0,3.0,3.0,2
1767,Credit,Online,77.0,Retired,7095.76,4.0,4.0,4.0,3
1768,Debit,Online,20.0,Student,1501.95,1.0,1.0,1.0,1
1769,Debit,Online,48.0,Engineer,3656.93,2.0,2.0,2.0,0
1770,Debit,Branch,55.0,Retired,3473.24,3.0,3.0,3.0,2
1771,Debit,ATM,64.0,Retired,7061.73,3.0,3.0,3.0,2
1772,Debit,Branch,25.0,Student,6012.67,1.0,1.0,1.0,1
1773,Credit,Online,31.0,Doctor,13694.68,1.0,1.0,1.0,0
1774,Debit,ATM,48.0,Doctor,9410.51,2.0,2.0,2.0,0
1775,Debit,Branch,53.0,Retired,6115.63,3.0,3.0,3.0,2
1776,Debit,Online,38.0,Engineer,5581.21,2.0,2.0,2.0,0
1777,Debit,Online,69.0,Doctor,6712.94,4.0,4.0,4.0,2
1778,Debit,Branch,53.0,Doctor,8400.87,3.0,3.0,3.0,2
1779,Debit,ATM,60.0,Retired,4644.19,3.0,3.0,3.0,2
1780,Debit,ATM,27.0,Student,1734.22,1.0,1.0,1.0,1
1781,Debit,ATM,69.0,Doctor,5237.12,4.0,4.0,4.0,2
1782,Debit,ATM,62.0,Retired,5950.48,3.0,3.0,3.0,2
1783,Debit,Branch,36.0,Doctor,9962.5,2.0,2.0,2.0,0
1784,Debit,Online,52.0,Doctor,9662.88,3.0,3.0,3.0,2
1785,Credit,Branch,66.0,Doctor,5243.0,4.0,4.0,4.0,3
1786,Credit,Branch,73.0,Retired,1702.65,4.0,4.0,4.0,3
1787,Debit,ATM,27.0,Student,800.93,1.0,1.0,1.0,1
1788,Debit,ATM,60.0,Engineer,7231.47,3.0,3.0,3.0,2
1789,Debit,ATM,22.0,Student,1052.31,1.0,1.0,1.0,1
1790,Debit,Online,58.0,Doctor,10721.29,3.0,3.0,3.0,2
1791,Credit,Branch,32.0,Doctor,13560.63,1.0,1.0,1.0,0
1792,Debit,ATM,70.0,Retired,3138.0,4.0,4.0,4.0,2
1793,Debit,ATM,38.0,Doctor,9916.24,2.0,2.0,2.0,0
1794,Debit,ATM,75.0,Retired,7941.73,4.0,4.0,4.0,2
1795,Debit,Branch,49.0,Engineer,3753.2400000000002,2.0,2.0,2.0,0
1796,Debit,Online,59.0,Doctor,5003.22,3.0,3.0,3.0,2
1797,Debit,Online,71.0,Retired,4880.31,4.0,4.0,4.0,2
1798,Debit,Branch,57.0,Retired,1310.38,3.0,3.0,3.0,2
1799,Debit,ATM,23.0,Student,4475.22,1.0,1.0,1.0,1
1800,Credit,Branch,55.0,Retired,6521.05,3.0,3.0,3.0,3
1801,Debit,Branch,56.0,Retired,1615.04,3.0,3.0,3.0,2
1802,Credit,Online,20.0,Student,1490.34,1.0,1.0,1.0,1
1803,Debit,ATM,80.0,Retired,6601.44,4.0,4.0,4.0,2
1804,Debit,Branch,28.0,Student,1929.2799999999997,1.0,1.0,1.0,1
1805,Debit,ATM,57.0,Retired,5315.83,3.0,3.0,3.0,2
1806,Debit,ATM,26.0,Student,548.45,1.0,1.0,1.0,1
1807,Debit,Online,25.0,Student,1931.6599999999999,1.0,1.0,1.0,1
1808,Debit,Branch,36.0,Doctor,1050.63,2.0,2.0,2.0,0
1809,Debit,Branch,58.0,Retired,1950.63,3.0,3.0,3.0,2
1810,Credit,Online,40.0,Engineer,6295.45,2.0,2.0,2.0,3
1811,Credit,Online,41.0,Engineer,4113.63,2.0,2.0,2.0,3
1812,Debit,ATM,21.0,Student,1451.02,1.0,1.0,1.0,1
1813,Debit,ATM,22.0,Student,1597.85,1.0,1.0,1.0,1
1814,Debit,Online,27.0,Student,1256.33,1.0,1.0,1.0,1
1815,Debit,Online,72.0,Retired,7320.61,4.0,4.0,4.0,2
1816,Debit,Online,57.0,Retired,2150.38,3.0,3.0,3.0,2
1817,Debit,ATM,72.0,Retired,2940.04,4.0,4.0,4.0,2
1818,Debit,Online,49.0,Doctor,12801.93,2.0,2.0,2.0,0
1819,Credit,Branch,74.0,Retired,5399.76,4.0,4.0,4.0,3
1820,Debit,ATM,27.0,Engineer,7537.400000000001,1.0,1.0,1.0,0
1821,Debit,Online,54.0,Engineer,7498.509999999999,3.0,3.0,3.0,2
1822,Debit,ATM,29.0,Doctor,10506.41,1.0,1.0,1.0,0
1823,Credit,Branch,73.0,Retired,6505.98,4.0,4.0,4.0,3
1824,Debit,Branch,55.0,Engineer,7568.400000000001,3.0,3.0,3.0,2
1825,Debit,ATM,18.0,Student,546.46,1.0,1.0,1.0,1
1826,Debit,ATM,23.0,Student,1072.25,1.0,1.0,1.0,1
1827,Debit,ATM,69.0,Doctor,7273.55,4.0,4.0,4.0,2
1828,Debit,ATM,19.0,Student,782.35,1.0,1.0,1.0,1
1829,Debit,Branch,76.0,Retired,4444.95,4.0,4.0,4.0,2
1830,Debit,ATM,56.0,Doctor,10658.88,3.0,3.0,3.0,2
1831,Credit,Branch,26.0,Student,250.93000000000004,1.0,1.0,1.0,1
1832,Debit,Branch,23.0,Student,1729.02,1.0,1.0,1.0,1
1833,Credit,Online,27.0,Student,1298.13,1.0,1.0,1.0,1
1834,Credit,Online,27.0,Student,5828.48,1.0,1.0,1.0,1
1835,Debit,ATM,74.0,Retired,7600.99,4.0,4.0,4.0,2
1836,Debit,Online,56.0,Engineer,9603.73,3.0,3.0,3.0,2
1837,Debit,Online,59.0,Engineer,4180.4,3.0,3.0,3.0,2
1838,Debit,Online,23.0,Student,1268.44,1.0,1.0,1.0,1
1839,Debit,ATM,26.0,Engineer,9609.67,1.0,1.0,1.0,0
1840,Credit,ATM,38.0,Doctor,11989.39,2.0,2.0,2.0,3
1841,Debit,Branch,47.0,Engineer,9538.92,2.0,2.0,2.0,0
1842,Debit,Online,36.0,Engineer,4826.88,2.0,2.0,2.0,0
1843,Debit,Online,27.0,Student,293.06,1.0,1.0,1.0,1
1844,Debit,ATM,25.0,Student,1445.53,1.0,1.0,1.0,1
1845,Debit,ATM,64.0,Doctor,11204.62,3.0,3.0,3.0,2
1846,Credit,Branch,20.0,Student,693.4,1.0,1.0,1.0,1
1847,Debit,Online,57.0,Doctor,13523.65,3.0,3.0,3.0,2
